WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3003,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3003_28_171012,board=QC_Reference_Phone,brand=OnePlus,,,
14:ae:db:59:9b:75,salma,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,1,-89,32.09132612,34.86949182,56,4.550999641,WIFI
06:ae:db:59:9b:75,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,1,-87,32.09132612,34.86949182,56,4.550999641,WIFI
06:ae:db:59:9c:05,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,11,-88,32.09132612,34.86949182,56,4.550999641,WIFI
28:80:23:f6:85:42,HP-Print-42-Deskjet 4640 series,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,6,-88,32.09132612,34.86949182,56,4.550999641,WIFI
30:46:9a:23:bb:74,Shahar,[WEP][ESS],28/10/2017 20:12,6,-86,32.09132612,34.86949182,56,4.550999641,WIFI
f4:ec:38:b0:77:d8,shay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],28/10/2017 20:12,4,-81,32.09139368,34.86870832,57,6.06799984,WIFI
48:ee:0c:3c:2a:f3,Arcon_Sat,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,9,-87,32.09139368,34.86870832,57,6.06799984,WIFI
7c:03:4c:ba:e4:6a,stotyak,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:12,1,-85,32.09139368,34.86870832,57,6.06799984,WIFI
00:27:19:d6:3a:06,TP-LINK_D63A06,[WPS][ESS],28/10/2017 20:12,9,-84,32.09139368,34.86870832,57,6.06799984,WIFI
c4:04:15:49:68:30,Constantine,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,1,-75,32.09139368,34.86870832,57,6.06799984,WIFI
14:ae:db:c2:2f:a5,jacobr,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,11,-80,32.09139368,34.86870832,57,6.06799984,WIFI
42501_10221_2147483647,Partner,HSPA;il,28/10/2017 20:12,0,-87,32.09139368,34.86870832,57,6.06799984,GSM
02:1a:11:f8:cd:0e,HUAWEI_P9_D3F4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,6,-89,32.09143451,34.868505,58,9.101999283,WIFI
c4:04:15:49:68:30,Constantine,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,1,-75,32.09161542,34.86699416,53,9.101999283,WIFI
14:ae:db:c2:2f:a5,jacobr,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,11,-80,32.09161542,34.86699416,53,9.101999283,WIFI
02:1a:11:f8:cd:0e,HUAWEI_P9_D3F4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,6,-89,32.09161542,34.86699416,53,9.101999283,WIFI
42501_10192_1278690,Partner,UNKNOWN;il,28/10/2017 20:12,0,-77,32.09161542,34.86699416,53,9.101999283,GSM
42501_10192_1278690,Partner,UNKNOWN;il,28/10/2017 20:12,0,-65,32.09163642,34.86639299,53,6.06799984,GSM
02:1a:11:f8:cd:0e,HUAWEI_P9_D3F4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,6,-89,32.09164442,34.86591824,55,6.06799984,WIFI
34:0a:12:31:21:75,KavimK-wifi,[ESS],28/10/2017 20:12,7,-82,32.09171458,34.86516455,52,7.585000038,WIFI
42501_10192_1278690,Partner,UNKNOWN;il,28/10/2017 20:12,0,-65,32.09171458,34.86516455,52,7.585000038,GSM
02:1a:11:f8:cd:0e,HUAWEI_P9_D3F4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:12,6,-89,32.09172718,34.86484638,52,7.585000038,WIFI
34:0a:12:31:21:75,KavimK-wifi,[ESS],28/10/2017 20:12,7,-82,32.09179807,34.86397436,51,4.550999641,WIFI
42501_10192_1278690,Partner,UNKNOWN;il,28/10/2017 20:12,0,-61,32.09179807,34.86397436,51,4.550999641,GSM
58:70:c6:fe:2b:cd,YICarCam_boris12345,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:12,7,-89,32.09181503,34.86338304,54,4.550999641,WIFI
34:0a:12:31:21:75,KavimK-wifi,[ESS],28/10/2017 20:12,7,-82,32.09191292,34.86275618,49,13.65299988,WIFI
42501_10192_2147483647,Partner,UNKNOWN;il,28/10/2017 20:12,0,-73,32.09191292,34.86275618,49,13.65299988,GSM
42501_10192_1248709,Partner,HSDPA;il,28/10/2017 20:13,0,-73,32.09193916,34.86250364,50,15.17000008,GSM
58:70:c6:fe:2b:cd,YICarCam_boris12345,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:13,7,-88,32.09197014,34.86237634,50,6.06799984,WIFI
42501_10192_1248712,Partner,HSDPA;il,28/10/2017 20:13,0,-75,32.09197014,34.86237634,50,6.06799984,GSM
42501_10192_1248712,Partner,HSDPA;il,28/10/2017 20:13,0,-63,32.09196996,34.86234519,50,6.06799984,GSM
42501_10192_1248706,Partner,HSDPA;il,28/10/2017 20:14,0,-59,32.09200053,34.86219582,43,13.65299988,GSM
fe:3f:db:b9:40:a7,DIRECT-A7-HP PageWide Pro 477dw,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:14,6,-85,32.09206295,34.86176203,43,13.65299988,WIFI
d4:68:4d:33:93:08,Automazia-Wireless,[ESS],28/10/2017 20:14,11,-90,32.09206295,34.86176203,43,13.65299988,WIFI
42501_10192_1248705,Partner,HSDPA;il,28/10/2017 20:14,0,-71,32.09206295,34.86176203,43,13.65299988,GSM
58:70:c6:fe:2b:cd,YICarCam_boris12345,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:14,7,-88,32.09208492,34.86136928,42,13.65299988,WIFI
fe:3f:db:b9:40:a7,DIRECT-A7-HP PageWide Pro 477dw,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:14,6,-85,32.09212305,34.86075996,44,13.65299988,WIFI
d4:68:4d:33:93:08,Automazia-Wireless,[ESS],28/10/2017 20:14,11,-90,32.09212305,34.86075996,44,13.65299988,WIFI
42501_10192_1248705,Partner,HSDPA;il,28/10/2017 20:14,0,-69,32.09212305,34.86075996,44,13.65299988,GSM
10:be:f5:43:84:80,Bezeq_WiFi,[ESS],28/10/2017 20:14,2,-87,32.09217571,34.86040277,45,13.65299988,WIFI
80:1f:02:d7:c2:77,,[ESS],28/10/2017 20:14,2,-87,32.09217571,34.86040277,45,13.65299988,WIFI
58:70:c6:fe:2b:cd,YICarCam_boris12345,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:14,7,-88,32.09218641,34.86023842,46,15.17000008,WIFI
02:2f:4f:34:9d:33,TF-WIFI_392678,[IBSS],28/10/2017 20:14,1,-91,32.09219587,34.86013385,47,13.65299988,WIFI
42501_10192_1248705,Partner,HSDPA;il,28/10/2017 20:15,0,-61,32.09218707,34.8600917,51,15.17000008,GSM
4a:d9:e7:59:4a:c2,MizmorGuest,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,3,-78,32.09217381,34.86006989,52,15.17000008,WIFI
b4:c7:99:9a:22:a0,sch,[WPA-EAP-TKIP][WPA2-EAP-CCMP+TKIP][ESS],28/10/2017 20:15,11,-91,32.09217381,34.86006989,52,15.17000008,WIFI
b4:c7:99:9a:22:a1,sch_free,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],28/10/2017 20:15,11,-90,32.0922021,34.8599072,46,13.65299988,WIFI
80:37:73:de:0a:0a,Dacia_2.4,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:15,11,-87,32.09225908,34.85943686,49,13.65299988,WIFI
06:ae:db:39:65:05,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,11,-88,32.09227596,34.8592542,49,13.65299988,WIFI
4a:d9:e7:59:4a:c2,MizmorGuest,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,3,-78,32.09229414,34.85889581,48,13.65299988,WIFI
b4:c7:99:9a:22:a0,sch,[WPA-EAP-TKIP][WPA2-EAP-CCMP+TKIP][ESS],28/10/2017 20:15,11,-91,32.09229414,34.85889581,48,13.65299988,WIFI
b4:c7:99:9a:22:a1,sch_free,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],28/10/2017 20:15,11,-90,32.09229414,34.85889581,48,13.65299988,WIFI
42501_10192_1248705,Partner,HSDPA;il,28/10/2017 20:15,0,-75,32.09229414,34.85889581,48,13.65299988,GSM
80:37:73:de:0a:0a,Dacia_2.4,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:15,11,-87,32.09232314,34.85809306,40,13.65299988,WIFI
06:ae:db:39:65:05,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,11,-88,32.09232314,34.85809306,40,13.65299988,WIFI
3c:1e:04:07:87:7d,Kenia-2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,1,-89,32.09232314,34.85809306,40,13.65299988,WIFI
88:dc:96:56:7f:11,,[ESS],28/10/2017 20:15,36,-88,32.09232314,34.85809306,40,13.65299988,WIFI
42501_10192_1248707,Partner,HSDPA;il,28/10/2017 20:15,0,-67,32.09232314,34.85809306,40,13.65299988,GSM
80:37:73:de:0a:0a,Dacia_2.4,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:15,11,-87,32.0924281,34.85675064,67,13.65299988,WIFI
06:ae:db:39:65:05,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,11,-88,32.0924281,34.85675064,67,13.65299988,WIFI
3c:1e:04:07:87:7d,Kenia-2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,1,-89,32.0924281,34.85675064,67,13.65299988,WIFI
88:dc:96:56:7f:11,,[ESS],28/10/2017 20:15,36,-88,32.0924281,34.85675064,67,13.65299988,WIFI
c4:12:f5:fd:07:1e,Alex111,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,4,-82,32.0924281,34.85675064,67,13.65299988,WIFI
72:12:f5:f9:b0:6f,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,8,-87,32.0924281,34.85675064,67,13.65299988,WIFI
60:e3:27:e8:3d:f8,TP-LINK_3DF8,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:15,1,-85,32.0924281,34.85675064,67,13.65299988,WIFI
c4:12:f5:83:9a:8b,amigo-pt_2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,1,-89,32.0924281,34.85675064,67,13.65299988,WIFI
48:ee:0c:3e:2c:b9,Besheva,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,3,-90,32.0924281,34.85675064,67,13.65299988,WIFI
c8:be:19:08:01:e1,golan_print,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,11,-88,32.0924281,34.85675064,67,13.65299988,WIFI
ec:8e:b5:05:27:89,DIRECT-88-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:15,6,-88,32.0924281,34.85675064,67,13.65299988,WIFI
42501_10192_1248707,Partner,HSDPA;il,28/10/2017 20:15,0,-63,32.0924281,34.85675064,67,13.65299988,GSM
42501_10192_1281305,Partner,HSDPA;il,28/10/2017 20:15,0,-65,32.09250039,34.8561583,61,13.65299988,GSM
80:37:73:de:0a:0a,Dacia_2.4,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:15,11,-87,32.09257387,34.85574853,48,13.65299988,WIFI
06:ae:db:39:65:05,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,11,-88,32.09257387,34.85574853,48,13.65299988,WIFI
3c:1e:04:07:87:7d,Kenia-2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,1,-89,32.09257387,34.85574853,48,13.65299988,WIFI
88:dc:96:56:7f:11,,[ESS],28/10/2017 20:15,36,-88,32.09257387,34.85574853,48,13.65299988,WIFI
c4:12:f5:fd:07:1e,Alex111,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,4,-82,32.09257387,34.85574853,48,13.65299988,WIFI
72:12:f5:f9:b0:6f,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,8,-87,32.09257387,34.85574853,48,13.65299988,WIFI
60:e3:27:e8:3d:f8,TP-LINK_3DF8,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:15,1,-85,32.09257387,34.85574853,48,13.65299988,WIFI
c4:12:f5:83:9a:8b,amigo-pt_2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,1,-89,32.09257387,34.85574853,48,13.65299988,WIFI
48:ee:0c:3e:2c:b9,Besheva,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,3,-90,32.09257387,34.85574853,48,13.65299988,WIFI
c8:be:19:08:01:e1,golan_print,[WPA2-PSK-CCMP][ESS],28/10/2017 20:15,11,-88,32.09257387,34.85574853,48,13.65299988,WIFI
ec:8e:b5:05:27:89,DIRECT-88-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:15,6,-88,32.09257387,34.85574853,48,13.65299988,WIFI
20:0c:c8:11:3d:a1,mr-scorpion academy,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,6,-81,32.09261704,34.85515105,46,13.65299988,WIFI
14:ae:db:3e:92:c2,gal-almagor,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,5,-87,32.09261704,34.85515105,46,13.65299988,WIFI
a0:ab:1b:55:5a:58,yair1976,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,1,-88,32.09261704,34.85515105,46,13.65299988,WIFI
00:1d:aa:7c:8a:e4,Etzion,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,11,-92,32.09261704,34.85515105,46,13.65299988,WIFI
70:5a:0f:02:e2:89,HP-Print-89-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,6,-91,32.09261704,34.85515105,46,13.65299988,WIFI
9e:93:4e:37:e4:29,DIRECT-NGPhaser 3020,[WPA2-PSK-CCMP][WPS-AUTH][ESS],28/10/2017 20:16,11,-92,32.09261704,34.85515105,46,13.65299988,WIFI
10:be:f5:a8:54:2c,Bezeq_WiFi,[ESS],28/10/2017 20:16,9,-87,32.09261704,34.85515105,46,13.65299988,WIFI
52:0c:c8:11:3d:a2,Bezeq Free P02D8E,[ESS],28/10/2017 20:16,6,-83,32.09261704,34.85515105,46,13.65299988,WIFI
14:ae:db:c0:ae:b5,Bezeq Free,[ESS],28/10/2017 20:16,1,-91,32.09261704,34.85515105,46,13.65299988,WIFI
42501_10192_1281305,Partner,HSDPA;il,28/10/2017 20:16,0,-69,32.09261704,34.85515105,46,13.65299988,GSM
c4:12:f5:fd:07:1e,Alex111,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,4,-82,32.09263455,34.8546826,45,13.65299988,WIFI
72:12:f5:f9:b0:6f,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,8,-87,32.09263455,34.8546826,45,13.65299988,WIFI
60:e3:27:e8:3d:f8,TP-LINK_3DF8,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,1,-85,32.09263455,34.8546826,45,13.65299988,WIFI
c4:12:f5:83:9a:8b,amigo-pt_2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,1,-89,32.09263455,34.8546826,45,13.65299988,WIFI
48:ee:0c:3e:2c:b9,Besheva,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,3,-90,32.09263455,34.8546826,45,13.65299988,WIFI
c8:be:19:08:01:e1,golan_print,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,11,-88,32.09263455,34.8546826,45,13.65299988,WIFI
14:ae:db:3e:92:c2,gal-almagor,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,5,-80,32.09263455,34.8546826,45,13.65299988,WIFI
a0:ab:1b:55:5a:58,yair1976,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,1,-77,32.09263455,34.8546826,45,13.65299988,WIFI
00:1d:aa:0e:dc:48,Peer,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,11,-83,32.09263455,34.8546826,45,13.65299988,WIFI
32:cd:a7:a4:7e:0e,DIRECT-PhM288x Series,[WPA2-PSK-CCMP][WPS-AUTH][ESS],28/10/2017 20:16,6,-83,32.09263455,34.8546826,45,13.65299988,WIFI
14:ae:db:c2:09:9d,agenda-fogel,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,1,-85,32.09263455,34.8546826,45,13.65299988,WIFI
14:ae:db:3e:92:c5,Bezeq_WiFi_5.0,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,48,-94,32.09263455,34.8546826,45,13.65299988,WIFI
00:1d:aa:7c:97:80,Highdent,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,11,-88,32.09263455,34.8546826,45,13.65299988,WIFI
30:b5:c2:85:25:16,Olam Hesed Guest,[WPS][WEP][ESS],28/10/2017 20:16,11,-88,32.09263455,34.8546826,45,13.65299988,WIFI
42501_10192_1279786,Partner,HSDPA;il,28/10/2017 20:16,0,-69,32.09263455,34.8546826,45,13.65299988,GSM
20:0c:c8:11:3d:a1,mr-scorpion academy,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,6,-87,32.09266805,34.85388537,43,13.65299988,WIFI
00:1d:aa:7c:8a:e4,Etzion,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,11,-92,32.09266805,34.85388537,43,13.65299988,WIFI
70:5a:0f:02:e2:89,HP-Print-89-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,6,-91,32.09266805,34.85388537,43,13.65299988,WIFI
9e:93:4e:37:e4:29,DIRECT-NGPhaser 3020,[WPA2-PSK-CCMP][WPS-AUTH][ESS],28/10/2017 20:16,11,-92,32.09266805,34.85388537,43,13.65299988,WIFI
10:be:f5:a8:54:2c,Bezeq_WiFi,[ESS],28/10/2017 20:16,9,-89,32.09266805,34.85388537,43,13.65299988,WIFI
52:0c:c8:11:3d:a2,Bezeq Free P02D8E,[ESS],28/10/2017 20:16,6,-89,32.09266805,34.85388537,43,13.65299988,WIFI
14:ae:db:c0:ae:b5,Bezeq Free,[ESS],28/10/2017 20:16,1,-91,32.09266805,34.85388537,43,13.65299988,WIFI
c4:12:f5:fd:07:1e,Alex111,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,4,-82,32.09278272,34.8532235,44,13.65299988,WIFI
72:12:f5:f9:b0:6f,BezeqFree,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,8,-87,32.09278272,34.8532235,44,13.65299988,WIFI
60:e3:27:e8:3d:f8,TP-LINK_3DF8,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,1,-85,32.09278272,34.8532235,44,13.65299988,WIFI
c4:12:f5:83:9a:8b,amigo-pt_2.4,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,1,-89,32.09278272,34.8532235,44,13.65299988,WIFI
48:ee:0c:3e:2c:b9,Besheva,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,3,-90,32.09278272,34.8532235,44,13.65299988,WIFI
c8:be:19:08:01:e1,golan_print,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,11,-88,32.09278272,34.8532235,44,13.65299988,WIFI
14:ae:db:3e:92:c2,gal-almagor,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,5,-76,32.09278272,34.8532235,44,13.65299988,WIFI
a0:ab:1b:55:5a:58,yair1976,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,1,-77,32.09278272,34.8532235,44,13.65299988,WIFI
00:1d:aa:0e:dc:48,Peer,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,11,-83,32.09278272,34.8532235,44,13.65299988,WIFI
32:cd:a7:a4:7e:0e,DIRECT-PhM288x Series,[WPA2-PSK-CCMP][WPS-AUTH][ESS],28/10/2017 20:16,6,-83,32.09278272,34.8532235,44,13.65299988,WIFI
14:ae:db:c2:09:9d,agenda-fogel,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,1,-85,32.09278272,34.8532235,44,13.65299988,WIFI
14:ae:db:3e:92:c5,Bezeq_WiFi_5.0,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,48,-94,32.09278272,34.8532235,44,13.65299988,WIFI
00:1d:aa:7c:97:80,Highdent,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,11,-88,32.09278272,34.8532235,44,13.65299988,WIFI
30:b5:c2:85:25:16,Olam Hesed Guest,[WPS][WEP][ESS],28/10/2017 20:16,11,-88,32.09278272,34.8532235,44,13.65299988,WIFI
54:a2:74:12:b3:51,porsche-il,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,11,-84,32.09278272,34.8532235,44,13.65299988,WIFI
54:a2:74:12:b3:50,osi,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,11,-88,32.09278272,34.8532235,44,13.65299988,WIFI
42501_10192_1279786,Partner,HSDPA;il,28/10/2017 20:16,0,-77,32.09278272,34.8532235,44,13.65299988,GSM
20:0c:c8:11:3d:a1,mr-scorpion academy,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,6,-87,32.09281896,34.8527212,43,13.65299988,WIFI
00:1d:aa:7c:8a:e4,Etzion,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,11,-92,32.09281896,34.8527212,43,13.65299988,WIFI
70:5a:0f:02:e2:89,HP-Print-89-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,6,-91,32.09281896,34.8527212,43,13.65299988,WIFI
9e:93:4e:37:e4:29,DIRECT-NGPhaser 3020,[WPA2-PSK-CCMP][WPS-AUTH][ESS],28/10/2017 20:16,11,-92,32.09281896,34.8527212,43,13.65299988,WIFI
10:be:f5:a8:54:2c,Bezeq_WiFi,[ESS],28/10/2017 20:16,9,-89,32.09281896,34.8527212,43,13.65299988,WIFI
52:0c:c8:11:3d:a2,Bezeq Free P02D8E,[ESS],28/10/2017 20:16,6,-89,32.09281896,34.8527212,43,13.65299988,WIFI
14:ae:db:c0:ae:b5,Bezeq Free,[ESS],28/10/2017 20:16,1,-91,32.09281896,34.8527212,43,13.65299988,WIFI
c4:e9:84:2f:85:d6,megraligabi,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,9,-85,32.09282349,34.85259739,43,13.65299988,WIFI
bc:30:7e:16:59:51,General,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,1,-88,32.09282349,34.85259739,43,13.65299988,WIFI
42501_10192_1281307,Partner,HSDPA;il,28/10/2017 20:16,0,-87,32.09281145,34.85234983,43,13.65299988,GSM
20:0c:c8:11:3d:a1,mr-scorpion academy,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,6,-87,32.09278624,34.85170645,41,15.17000008,WIFI
14:ae:db:3e:92:c2,gal-almagor,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,5,-76,32.09278624,34.85170645,41,15.17000008,WIFI
a0:ab:1b:55:5a:58,yair1976,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,1,-77,32.09278624,34.85170645,41,15.17000008,WIFI
10:be:f5:a8:54:2c,Bezeq_WiFi,[ESS],28/10/2017 20:16,9,-89,32.09278624,34.85170645,41,15.17000008,WIFI
52:0c:c8:11:3d:a2,Bezeq Free P02D8E,[ESS],28/10/2017 20:16,6,-89,32.09278624,34.85170645,41,15.17000008,WIFI
00:1d:aa:0e:dc:48,Peer,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,11,-83,32.09278624,34.85170645,41,15.17000008,WIFI
14:ae:db:c2:09:9d,agenda-fogel,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,1,-85,32.09278624,34.85170645,41,15.17000008,WIFI
14:ae:db:3e:92:c5,Bezeq_WiFi_5.0,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,48,-94,32.09278624,34.85170645,41,15.17000008,WIFI
00:1d:aa:7c:97:80,Highdent,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,11,-88,32.09278624,34.85170645,41,15.17000008,WIFI
30:b5:c2:85:25:16,Olam Hesed Guest,[WPS][WEP][ESS],28/10/2017 20:16,11,-88,32.09278624,34.85170645,41,15.17000008,WIFI
54:a2:74:12:b3:51,porsche-il,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,11,-84,32.09278624,34.85170645,41,15.17000008,WIFI
54:a2:74:12:b3:50,osi,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,11,-88,32.09278624,34.85170645,41,15.17000008,WIFI
42501_10192_1279786,Partner,HSDPA;il,28/10/2017 20:16,0,-85,32.09278624,34.85170645,41,15.17000008,GSM
c4:e9:84:2f:85:d6,megraligabi,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,9,-85,32.09276946,34.85157567,41,13.65299988,WIFI
bc:30:7e:16:59:51,General,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],28/10/2017 20:16,1,-88,32.09276946,34.85157567,41,13.65299988,WIFI
42501_10192_1251816,Partner,HSDPA;il,28/10/2017 20:16,0,-81,32.09270499,34.85114973,41,15.17000008,GSM
14:ae:db:3e:92:c2,gal-almagor,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,5,-76,32.09265138,34.85058414,43,13.65299988,WIFI
54:a2:74:12:b3:51,porsche-il,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,11,-84,32.09265138,34.85058414,43,13.65299988,WIFI
54:a2:74:12:b3:50,osi,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:16,11,-88,32.09265138,34.85058414,43,13.65299988,WIFI
42501_10192_1251823,Partner,HSDPA;il,28/10/2017 20:16,0,-73,32.09263878,34.85017422,43,13.65299988,GSM
42501_10192_1251823,Partner,HSDPA;il,28/10/2017 20:16,0,-63,32.09265869,34.85001719,40,13.65299988,GSM
04:bd:88:a2:16:d0,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:16,36,-90,32.0926061,34.85003091,34,13.65299988,WIFI
04:bd:88:a2:16:d1,Migdal_Guests,[ESS],28/10/2017 20:16,36,-93,32.0926061,34.85003091,34,13.65299988,WIFI
04:bd:88:a2:16:c1,Migdal_Guests,[ESS],28/10/2017 20:16,11,-94,32.0926061,34.85003091,34,13.65299988,WIFI
04:bd:88:a2:13:e0,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:17,1,-89,32.09257953,34.85000339,23,13.65299988,WIFI
04:bd:88:a2:13:e1,Migdal_Guests,[ESS],28/10/2017 20:17,1,-92,32.09257953,34.85000339,23,13.65299988,WIFI
04:bd:88:a2:16:d1,Migdal_Guests,[ESS],28/10/2017 20:17,36,-85,32.09268462,34.85005221,30,13.65299988,WIFI
04:bd:88:a2:0e:e1,Migdal_Guests,[ESS],28/10/2017 20:17,1,-94,32.09268462,34.85005221,30,13.65299988,WIFI
42501_10192_1251816,Partner,HSDPA;il,28/10/2017 20:17,0,-65,32.09268462,34.85005221,30,13.65299988,GSM
04:bd:88:a2:17:e0,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:17,1,-80,32.09271524,34.84954512,39,13.65299988,WIFI
